gender_partner_text
"she,her"
"he,him"
"he,him"
"he,him"
"he,him,she,her,they,them"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him,she,her,they,them"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"he,him,she,her,they,them"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him,she,her,they,them"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"they,them"
"he,him"
"she,her"
"she,her"
"they,them"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"she,her"
"he,him,she,her,they,them"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"they,them"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he.him,she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he.him,she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he.him,she,her"
"he,him,she,her,they,them"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he.him,she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"they,them"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him,she,her,they,them"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"they,them"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him,she,her,they,them"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he.him,she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he.him,she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him,she,her,they,them"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"they,them"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he.him,she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he.him,she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he.him,she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he.him,she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he.him,she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he.him,she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he.him,she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him,she,her,they,them"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"they,them"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"they,them"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him,she,her,they,them"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he.him,she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"they,them"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he.him,she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he.him,she,her"
"she,her"
"he.him,she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he.him,she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him,she,her,they,them"
"he,him"
"he.him,she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"she,her"
"he,him"
"he,him"
"she,her"
"he.him,she,her"
"she,her"
"he.him,she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"he,him"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he,him"
"he,him"
"he,him"
"he.him,she,her"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"he,him"
"she,her"
"she,her"
"he,him"
"she,her"
"she,her"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"he,him"
"she,her"
"she,her"
"he.him,she,her"
"he,him"
"he.him,she,her"
"he,him"
"she,her"
"she,her"
"he,him"
